sentence,word,ner
322-37,"""",O
322-37,Nikoli,O
322-37,se,O
322-37,ne,O
322-37,bi,O
322-37,umaknil,O
322-37,.,O
322-38,Nikoli,O
322-38,v,O
322-38,življenju,O
322-38,se,O
322-38,nisem,O
322-38,umaknil,O
322-38,.,O
322-38,"""",O
322-38,(,O
322-38,v,O
322-38,telefonskem,O
322-38,pogovoru,O
322-38,za,O
322-38,The,B-ORG
322-38,Washington,I-ORG
322-38,Post,I-ORG
322-38,",",O
322-38,8.,O
322-38,oktober,O
322-38,2016,O
322-38,),O
322-38,Mogoče,O
322-38,vas,O
322-38,zanima,O
322-38,še,O
322-38,:,O
324-0,Donald,B-PER
324-0,Trump,B-PER
324-0,razburil,O
324-0,s,O
324-0,telefonskim,O
324-0,pogovorom,O
324-0,-,O
324-0,siol.net,O
324-1,ZDA,B-LOC
324-1,so,O
324-1,s,O
324-1,Tajvanom,B-LOC
324-1,leta,O
324-1,1979,O
324-1,uradno,O
324-1,prekinile,O
324-1,diplomatske,O
324-1,odnose,O
324-1,",",O
324-1,ker,O
324-1,so,O
324-1,jih,O
324-1,navezale,O
324-1,s,O
324-1,Kitajsko,B-LOC
324-1,.,O
324-2,Kljub,O
324-2,temu,O
324-2,je,O
324-2,Washington,B-LOC
324-2,ohranil,O
324-2,dobre,O
324-2,in,O
324-2,tesne,O
324-2,",",O
324-2,čeprav,O
324-2,neuradne,O
324-2,odnose,O
324-2,z,O
324-2,otokom,O
324-2,",",O
324-2,na,O
324-2,katerem,O
324-2,prevladujejo,O
324-2,kitajski,O
324-2,nasprotniki,O
324-2,komunistične,O
324-2,vlade,O
324-2,v,O
324-2,Pekingu,B-LOC
324-2,.,O
324-3,Trump,O
324-3,se,O
324-3,ni,O
324-3,mogel,O
324-3,upreti,O
324-3,voščilu,O
324-3,.,O
324-4,Trump,O
324-4,in,O
324-4,predsednica,O
324-4,Tsai,B-PER
324-4,Ing,I-PER
324-4,Wen,I-PER
324-4,sta,O
324-4,govorila,O
324-4,o,O
324-4,tesnih,O
324-4,gospodarskih,O
324-4,",",O
324-4,političnih,O
324-4,in,O
324-4,varnostnih,O
324-4,vezeh,O
324-4,med,O
324-4,državama,O
324-4,",",O
324-4,Američan,B-PER
324-4,pa,O
324-4,je,O
324-4,Tajvanki,B-PER
324-4,prav,O
324-4,tako,O
324-4,čestital,O
324-4,za,O
324-4,lansko,O
324-4,izvolitev,O
324-4,na,O
324-4,položaj,O
324-4,.,O
324-5,Kdo,O
324-5,je,O
324-5,bil,O
324-5,pobudnik,O
324-5,pogovora,O
324-5,",",O
324-5,iz,O
324-5,sporočil,O
324-5,za,O
324-5,javnost,O
324-5,ni,O
324-5,jasno,O
324-5,.,O
324-6,Trump,O
324-6,je,O
324-6,kasneje,O
324-6,na,O
324-6,spletnem,O
324-6,družbenem,O
324-6,omrežju,O
324-6,Twitter,B-MISC
324-6,zapisal,O
324-6,",",O
324-6,da,O
324-6,ga,O
324-6,je,O
324-6,Tsaijeva,B-PER
324-6,poklicala,O
324-6,",",O
324-6,da,O
324-6,bi,O
324-6,mu,O
324-6,čestitala,O
324-6,za,O
324-6,zmago,O
324-6,.,O
324-7,Ameriški,O
324-7,predsednik,O
324-7,naj,O
324-7,bi,O
324-7,se,O
324-7,strinjal,O
324-7,",",O
324-7,da,O
324-7,klic,O
324-7,sprejme,O
324-7,.,O
324-8,"""",O
324-8,Zanimivo,O
324-8,je,O
324-8,",",O
324-8,da,O
324-8,ZDA,O
324-8,prodajajo,O
324-8,Tajvanu,B-LOC
324-8,za,O
324-8,milijarde,O
324-8,dolarjev,O
324-8,vojaške,O
324-8,opreme,O
324-8,",",O
324-8,jaz,O
324-8,pa,O
324-8,ne,O
324-8,bi,O
324-8,smel,O
324-8,sprejeti,O
324-8,voščilnega,O
324-8,klica,O
324-8,",",O
324-8,"""",O
324-8,je,O
324-8,dodal,O
324-8,na,O
324-8,Twitterju,O
324-8,.,O
324-9,Peking,O
324-9,:,O
324-9,Na,O
324-9,svetu,O
324-9,je,O
324-9,le,O
324-9,ena,O
324-9,Kitajska,O
324-9,.,O
324-10,Peking,O
324-10,je,O
324-10,zaradi,O
324-10,telefonskega,O
324-10,klica,O
324-10,uradno,O
324-10,protestiral,O
324-10,pri,O
324-10,ZDA,O
324-10,.,O
324-11,Kitajsko,O
324-11,zunanje,O
324-11,ministrstvo,O
324-11,je,O
324-11,v,O
324-11,svojem,O
324-11,protestu,O
324-11,poudarilo,O
324-11,",",O
324-11,da,O
324-11,je,O
324-11,na,O
324-11,svetu,O
324-11,le,O
324-11,ena,O
324-11,Kitajska,O
324-11,.,O
324-12,"""",O
324-12,Tajvan,O
324-12,je,O
324-12,neodtujljivi,O
324-12,del,O
324-12,kitajskega,O
324-12,ozemlja,O
324-12,",",O
324-12,"""",O
324-12,so,O
324-12,zapisali,O
324-12,.,O
324-13,Predstavnike,O
324-13,ZDA,O
324-13,so,O
324-13,pozvali,O
324-13,",",O
324-13,naj,O
324-13,bodo,O
324-13,pri,O
324-13,vprašanju,O
324-13,Tajvana,O
324-13,previdni,O
324-13,in,O
324-13,pozorni,O
324-13,",",O
324-13,da,O
324-13,bi,O
324-13,se,O
324-13,izognili,O
324-13,"""",O
324-13,nepotrebnemu,O
324-13,vmešavanju,O
324-13,v,O
324-13,celotno,O
324-13,situacijo,O
324-13,kitajsko-ameriških,O
324-13,odnosov,O
324-13,"""",O
324-13,.,O
324-14,Trumpovi,B-PER
324-14,"""",O
324-14,napadi,O
324-14,na,O
324-14,Kitajsko,O
324-14,"""",O
324-14,niso,O
324-14,novi,O
324-14,Trump,O
324-14,je,O
324-14,v,O
324-14,predvolilnem,O
324-14,času,O
324-14,večkrat,O
324-14,napadel,O
324-14,Kitajsko,O
324-14,.,O
324-15,Tako,O
324-15,je,O
324-15,državo,O
324-15,obtožil,O
324-15,",",O
324-15,da,O
324-15,s,O
324-15,svojo,O
324-15,nepravično,O
324-15,trgovinsko,O
324-15,politiko,O
324-15,posiljuje,O
324-15,ZDA,O
324-15,",",O
324-15,in,O
324-15,dejal,O
324-15,",",O
324-15,da,O
324-15,so,O
324-15,Kitajci,B-PER
324-15,odgovorni,O
324-15,za,O
324-15,največjo,O
324-15,krajo,O
324-15,v,O
324-15,zgodovini,O
324-15,.,O
324-16,Novoizvoljeni,O
324-16,ameriški,O
324-16,predsednik,O
324-16,je,O
324-16,pred,O
324-16,meseci,O
324-16,Kitajsko,O
324-16,obtožil,O
324-16,tudi,O
324-16,",",O
324-16,da,O
324-16,manipulira,O
324-16,z,O
324-16,menjalnim,O
324-16,tečajem,O
324-16,juana,O
324-16,.,O
324-17,S,O
324-17,tem,O
324-17,naj,O
324-17,bi,O
324-17,Kitajska,O
324-17,po,O
324-17,besedah,O
324-17,Trumpa,O
324-17,povečevala,O
324-17,konkurenčnost,O
324-17,svojega,O
324-17,izvoza,O
324-17,na,O
324-17,svetovni,O
324-17,ravni,O
324-17,",",O
324-17,s,O
324-17,tem,O
324-17,pa,O
324-17,ogrožala,O
324-17,ameriška,O
324-17,podjetja,O
324-17,in,O
324-17,delavce,O
324-17,.,O
324-18,Na,O
324-18,pogovor,O
324-18,se,O
324-18,je,O
324-18,odzval,O
324-18,tudi,O
324-18,kitajski,O
324-18,zunanji,O
324-18,minister,O
324-18,Wang,B-PER
324-18,Yi,I-PER
324-18,",",O
324-18,ki,O
324-18,je,O
324-18,menil,O
324-18,",",O
324-18,da,O
324-18,to,O
324-18,dejanje,O
324-18,ne,O
324-18,bo,O
324-18,spremenilo,O
324-18,politike,O
324-18,ZDA,O
324-18,do,O
324-18,Kitajske,O
324-18,.,O
324-19,"""",O
324-19,To,O
324-19,je,O
324-19,majhna,O
324-19,poteza,O
324-19,tajvanske,O
324-19,strani,O
324-19,",",O
324-19,"""",O
324-19,je,O
324-19,dejal,O
324-19,Wang,O
324-19,.,O
324-20,"""",O
324-20,Ne,O
324-20,more,O
324-20,spremeniti,O
324-20,že,O
324-20,vzpostavljenega,O
324-20,položaja,O
324-20,Kitajske,O
324-20,v,O
324-20,mednarodni,O
324-20,skupnosti,O
324-20,.,O
324-20,"""",O
324-20,"""",O
324-20,Tako,O
324-20,se,O
324-20,začnejo,O
324-20,vojne,O
324-20,"""",O
324-20,Nekateri,O
324-20,menijo,O
324-20,",",O
324-20,da,O
324-20,je,O
324-20,s,O
324-20,telefonskim,O
324-20,pogovorom,O
324-20,s,O
324-20,Tajvanom,O
324-20,Trump,O
324-20,prestopil,O
324-20,nevarno,O
324-20,mejo,O
324-20,.,O
324-21,"""",O
324-21,Kar,O
324-21,se,O
324-21,je,O
324-21,zgodilo,O
324-21,v,O
324-21,zadnjih,O
324-21,48,O
324-21,urah,O
324-21,",",O
324-21,ni,O
324-21,sprememba,O
324-21,.,O
324-22,To,O
324-22,je,O
324-22,velik,O
324-22,zasuk,O
324-22,v,O
324-22,zunanji,O
324-22,politiki,O
324-22,brez,O
324-22,kakršnegakoli,O
324-22,načrta,O
324-22,.,O
324-23,Tako,O
324-23,se,O
324-23,začnejo,O
324-23,vojne,O
324-23,",",O
324-23,"""",O
324-23,je,O
324-23,na,O
324-23,Twitterju,O
324-23,zapisal,O
324-23,demokratski,O
324-23,senator,O
324-23,Chris,B-PER
324-23,Murhphy,B-PER
324-23,.,O
324-24,Murphy,O
324-24,",",O
324-24,tudi,O
324-24,član,O
324-24,odbora,O
324-24,za,O
324-24,zunanjo,O
324-24,politiko,O
324-24,v,O
324-24,ameriškem,O
324-24,senatu,O
324-24,",",O
324-24,je,O
324-24,ob,O
324-24,tem,O
324-24,Trumpa,O
324-24,pozval,O
324-24,",",O
324-24,naj,O
324-24,pospeši,O
324-24,iskanje,O
324-24,kandidata,O
324-24,za,O
324-24,ameriškega,O
324-24,državnega,O
324-24,sekretarja,O
324-24,",",O
324-24,ki,O
324-24,bo,O
324-24,usklajeval,O
324-24,ameriško,O
324-24,zunanjo,O
324-24,politiko,O
324-24,.,O
324-25,Oba,O
324-25,preklinjata,O
324-25,za,O
324-25,prazen,O
324-25,nič,O
324-25,.,O
324-26,Razburja,O
324-26,pa,O
324-26,tudi,O
324-26,telefonski,O
324-26,pogovor,O
324-26,",",O
324-26,ki,O
324-26,sta,O
324-26,ga,O
324-26,v,O
324-26,petek,O
324-26,zvečer,O
324-26,opravila,O
324-26,Trump,O
324-26,in,O
324-26,predsednik,O
324-26,Filipinov,B-LOC
324-26,Rodrigo,B-PER
324-26,Duterte,B-PER
324-26,.,O
324-27,S,O
324-27,tem,O
324-27,je,O
324-27,zdajšnji,O
324-27,ameriški,O
324-27,predsednik,O
324-27,Barack,B-PER
324-27,Obama,I-PER
324-27,odpovedal,O
324-27,dvostransko,O
324-27,srečanje,O
324-27,",",O
324-27,ker,O
324-27,je,O
324-27,bil,O
324-27,žaljiv,O
324-27,.,O
324-28,Duterte,O
324-28,je,O
324-28,bil,O
324-28,vesel,O
324-28,Trumpove,O
324-28,zmage,O
324-28,in,O
324-28,dejal,O
324-28,",",O
324-28,da,O
324-28,se,O
324-28,z,O
324-28,njim,O
324-28,ne,O
324-28,bo,O
324-28,prepiral,O
324-28,",",O
324-28,ker,O
324-28,sta,O
324-28,si,O
324-28,podobna,O
324-28,",",O
324-28,saj,O
324-28,oba,O
324-28,takoj,O
324-28,preklinjata,O
324-28,za,O
324-28,prazen,O
324-28,nič,O
324-28,.,O
324-29,Smrtonosno,O
324-29,vojno,O
324-29,vodi,O
324-29,na,O
324-29,pravi,O
324-29,način,O
324-29,.,O
324-30,Kot,O
324-30,so,O
324-30,danes,O
324-30,sporočili,O
324-30,iz,O
324-30,Dutertejevega,B-PER
324-30,urada,O
324-30,",",O
324-30,je,O
324-30,Trump,O
324-30,presodil,O
324-30,",",O
324-30,da,O
324-30,Manila,B-LOC
324-30,smrtonosno,O
324-30,vojno,O
324-30,proti,O
324-30,kriminalu,O
324-30,vodi,O
324-30,"""",O
324-30,na,O
324-30,pravi,O
324-30,način,O
324-30,"""",O
324-30,.,O
324-31,V,O
324-31,tej,O
324-31,vojni,O
324-31,je,O
324-31,od,O
324-31,junija,O
324-31,umrlo,O
324-31,okoli,O
324-31,4.800,O
324-31,ljudi,O
324-31,.,O
324-32,Trumpov,O
324-32,urad,O
324-32,je,O
324-32,medtem,O
324-32,v,O
324-32,kratki,O
324-32,izjavi,O
324-32,po,O
324-32,pogovoru,O
324-32,sporočil,O
324-32,",",O
324-32,da,O
324-32,je,O
324-32,Duterte,O
324-32,Trumpu,O
324-32,čestital,O
324-32,in,O
324-32,da,O
324-32,se,O
324-32,je,O
324-32,dvojica,O
324-32,dogovorila,O
324-32,o,O
324-32,tesnem,O
324-32,sodelovanju,O
324-32,.,O
325-0,Revija,O
325-0,Time,B-ORG
325-0,za,O
325-0,osebnost,O
325-0,leta,O
325-0,izbrala,O
325-0,Donalda,B-PER
325-0,Trumpa,B-PER
325-0,-,O
325-0,Primorske,B-ORG
325-0,Novice,I-ORG
325-1,Novoizvoljeni,O
325-1,ameriški,O
325-1,predsednik,O
325-1,Donald,O
325-1,Trump,O
325-1,je,O
325-1,osebnost,O
325-1,leta,O
325-1,2016,O
325-1,po,O
325-1,izboru,O
325-1,ameriške,O
325-1,revije,O
325-1,Time,O
325-1,.,O
325-2,Foto,O
325-2,:,O
325-2,Sta,B-ORG
325-3,Revija,O
325-3,Time,O
325-3,za,O
325-3,osebnost,O
325-3,leta,O
325-3,izbrala,O
325-3,Donalda,O
325-3,Trumpa,O
325-3,.,O
325-3,sreda,O
325-3,",",O
325-3,7.,O
325-3,december,O
325-3,2016,O
325-3,",",O
325-3,14:47.,O
325-4,Novoizvoljeni,O
325-4,ameriški,O
325-4,predsednik,O
325-4,Donald,O
325-4,Trump,O
325-4,je,O
325-4,osebnost,O
325-4,leta,O
325-4,2016,O
325-4,po,O
325-4,izboru,O
325-4,ameriške,O
325-4,revije,O
325-4,Time,O
325-4,.,O
325-5,Ustvarjalci,O
325-5,revije,O
325-5,ob,O
325-5,tem,O
325-5,izpostavljajo,O
325-5,globoko,O
325-5,nestrinjanje,O
325-5,o,O
325-5,tem,O
325-5,",",O
325-5,ali,O
325-5,je,O
325-5,bila,O
325-5,njegova,O
325-5,vloga,O
325-5,pozitivna,O
325-5,ali,O
325-5,negativna,O
325-5,.,O
325-6,NEW,B-LOC
325-6,YORK,I-LOC
325-6,"""",O
325-6,Tokrat,O
325-6,smo,O
325-6,90.,O
325-6,imenovali,O
325-6,osebo,O
325-6,",",O
325-6,ki,O
325-6,je,O
325-6,imela,O
325-6,največji,O
325-6,vpliv,O
325-6,-,O
325-6,dober,O
325-6,ali,O
325-6,slab,O
325-6,-,O
325-6,na,O
325-6,dogodke,O
325-6,leta,O
325-6,.,O
325-7,Kateri,O
325-7,je,O
325-7,torej,O
325-7,letos,O
325-7,-,O
325-7,dober,O
325-7,ali,O
325-7,slab,O
325-7,?,O
325-7,"""",O
325-7,so,O
325-7,zapisali,O
325-7,pri,O
325-7,reviji,O
325-7,.,O
325-8,Trump,O
325-8,je,O
325-8,prejem,O
325-8,naziva,O
325-8,za,O
325-8,televizijo,O
325-8,NBC,B-ORG
325-8,opisal,O
325-8,kot,O
325-8,"""",O
325-8,zelo,O
325-8,",",O
325-8,zelo,O
325-8,veliko,O
325-8,čast,O
325-8,"""",O
325-8,Revija,O
325-8,Time,O
325-8,že,O
325-8,od,O
325-8,leta,O
325-8,1927,O
325-8,izbira,O
325-8,najbolj,O
325-8,vplivne,O
325-8,osebnosti,O
325-8,iz,O
325-8,svetovnega,O
325-8,dogajanja,O
325-8,.,O
325-9,Lani,O
325-9,je,O
325-9,bila,O
325-9,osebnost,O
325-9,leta,O
325-9,nemška,O
325-9,kanclerka,O
325-9,Angela,B-PER
325-9,Merkel,I-PER
325-9,",",O
325-9,ki,O
325-9,je,O
325-9,s,O
325-9,tem,O
325-9,postala,O
325-9,prva,O
325-9,ženska,O
325-9,s,O
325-9,tem,O
325-9,laskavim,O
325-9,nazivom,O
325-9,v,O
325-9,skoraj,O
325-9,30,O
325-9,letih,O
325-9,.,O
325-10,V,O
325-10,zgodovini,O
325-10,so,O
325-10,bile,O
325-10,sicer,O
325-10,osebnosti,O
325-10,leta,O
325-10,revije,O
325-10,Time,O
325-10,tudi,O
325-10,Adolf,B-PER
325-10,Hitler,I-PER
325-10,",",O
325-10,britanska,O
325-10,kraljica,O
325-10,Elizabeta,B-PER
325-10,II.,I-PER
325-10,in,O
325-10,Nelson,B-PER
325-10,Mandela,I-PER
325-10,.,O
325-11,STA,O
329-0,Donald,B-PER
329-0,Trump,I-PER
329-0,novi,O
329-0,predsednik,O
329-0,ZDA,B-LOC
329-0,–,O
329-0,zmaga,O
329-0,populista,O
329-0,pred,O
329-0,elitistko,O
329-0,-,O
329-0,Drugi,B-ORG
329-0,svet,I-ORG
329-1,Donald,O
329-1,Trump,O
329-1,novi,O
329-1,predsednik,O
329-1,ZDA,O
329-1,–,O
329-1,zmaga,O
329-1,populista,O
329-1,pred,O
329-1,elitistko,O
329-1,.,O
329-2,Nič,O
329-2,posebej,O
329-2,presenetljivega,O
329-2,se,O
329-2,ni,O
329-2,zgodilo,O
329-2,na,O
329-2,ameriških,O
329-2,predsedniških,O
329-2,volitvah,O
329-2,.,O
329-3,Oba,O
329-3,kandidata,O
329-3,sta,O
329-3,bila,O
329-3,izredno,O
329-3,izenačena,O
329-3,",",O
329-3,kar,O
329-3,je,O
329-3,potrjevalo,O
329-3,kar,O
329-3,nekaj,O
329-3,anket,O
329-3,javnega,O
329-3,mnenja,O
329-3,.,O
329-4,Mediji,O
329-4,so,O
329-4,na,O
329-4,žalost,O
329-4,večinoma,O
329-4,poročali,O
329-4,zelo,O
329-4,navijaško,O
329-4,in,O
329-4,so,O
329-4,upoštevali,O
329-4,le,O
329-4,tiste,O
329-4,",",O
329-4,ki,O
329-4,so,O
329-4,kazale,O
329-4,na,O
329-4,prednost,O
329-4,demokratske,O
329-4,kandidatke,O
329-4,",",O
329-4,s,O
329-4,čimer,O
329-4,so,O
329-4,bržkone,O
329-4,skušali,O
329-4,vplivati,O
329-4,na,O
329-4,volivce,O
329-4,.,O
329-5,O,O
329-5,usodi,O
329-5,celotnih,O
329-5,ZDA,O
329-5,je,O
329-5,odločilo,O
329-5,le,O
329-5,nekaj,O
329-5,ključnih,O
329-5,držav,O
329-5,",",O
329-5,večina,O
329-5,je,O
329-5,bila,O
329-5,ves,O
329-5,čas,O
329-5,v,O
329-5,enem,O
329-5,ali,O
329-5,drugem,O
329-5,taboru,O
329-5,.,O
329-6,Za,O
329-6,Hillary,B-PER
329-6,se,O
329-6,je,O
329-6,zdelo,O
329-6,",",O
329-6,da,O
329-6,ima,O
329-6,nekaj,O
329-6,malega,O
329-6,prednosti,O
329-6,",",O
329-6,a,O
329-6,ta,O
329-6,občutek,O
329-6,je,O
329-6,varal,O
329-6,.,O
329-7,Donald,O
329-7,Trump,O
329-7,je,O
329-7,uspel,O
329-7,zmagati,O
329-7,celo,O
329-7,v,O
329-7,državah,O
329-7,",",O
329-7,ki,O
329-7,so,O
329-7,se,O
329-7,zdele,O
329-7,trdno,O
329-7,demokratske,O
329-7,",",O
329-7,kot,O
329-7,so,O
329-7,Wisconsin,B-LOC
329-7,",",O
329-7,Michigan,B-LOC
329-7,in,O
329-7,Pensilvanija,B-LOC
329-7,.,O
329-8,Na,O
329-8,koncu,O
329-8,je,O
329-8,razlika,O
329-8,po,O
329-8,še,O
329-8,ne,O
329-8,čisto,O
329-8,popolnih,O
329-8,rezultatih,O
329-8,pri,O
329-8,skoraj,O
329-8,120,O
329-8,milijonih,O
329-8,oddanih,O
329-8,glasov,O
329-8,minimalna,O
329-8,.,O
329-9,Hillary,O
329-9,je,O
329-9,dobila,O
329-9,za,O
329-9,skoraj,O
329-9,četrt,O
329-9,milijona,O
329-9,več,O
329-9,glasov,O
329-9,",",O
329-9,a,O
329-9,tekmec,O
329-9,jo,O
329-9,je,O
329-9,porazil,O
329-9,v,O
329-9,številu,O
329-9,dobljenih,O
329-9,elektorskih,O
329-9,glasov,O
329-9,.,O
329-10,To,O
329-10,je,O
329-10,mogoče,O
329-10,zato,O
329-10,",",O
329-10,ker,O
329-10,je,O
329-10,Hillary,O
329-10,premočno,O
329-10,zmagala,O
329-10,v,O
329-10,nekaj,O
329-10,državah,O
329-10,z,O
329-10,velikim,O
329-10,prebivalstvom,O
329-10,",",O
329-10,medtem,O
329-10,ko,O
329-10,je,O
329-10,Donald,O
329-10,marsikje,O
329-10,zmagal,O
329-10,z,O
329-10,majhno,O
329-10,razliko,O
329-10,.,O
329-11,Po,O
329-11,nepopolnih,O
329-11,rezultatih,O
329-11,",",O
329-11,ima,O
329-11,Donald,O
329-11,Trump,O
329-11,276,O
329-11,elektorskih,O
329-11,glasov,O
329-11,",",O
329-11,Hillary,B-PER
329-11,Clinton,I-PER
329-11,228.,O
329-12,Za,O
329-12,zmago,O
329-12,je,O
329-12,potrebnih,O
329-12,270,O
329-13,Vam,O
329-13,je,O
329-13,članek,O
329-13,zanimiv,O
329-13,?,O
329-14,Delite,O
329-14,ga,O
329-14,s,O
329-14,prijatelji,O
329-14,:,O
331-0,Pospešeno,O
331-0,shranjevanje,O
331-0,podatkov,O
331-0,o,O
331-0,podnebnih,O
331-0,spremembah,O
331-0,pred,O
331-0,Trumpovo,B-PER
331-0,prisego,O
331-0,|,O
331-0,Bodi,B-ORG
331-0,eko,I-ORG
331-1,Dan,O
331-1,",",O
331-1,ko,O
331-1,bo,O
331-1,Donald,B-PER
331-1,Trump,B-PER
331-1,prisegel,O
331-1,kot,O
331-1,45.,O
331-1,predsednik,O
331-1,Združenih,B-LOC
331-1,držav,I-LOC
331-1,Amerike,I-LOC
331-1,",",O
331-1,se,O
331-1,vse,O
331-1,bolj,O
331-1,približuje,O
331-1,.,O
331-2,Mnoge,O
331-2,znanstvenike,O
331-2,je,O
331-2,zato,O
331-2,zajela,O
331-2,precejšnja,O
331-2,panika,O
331-2,",",O
331-2,saj,O
331-2,se,O
331-2,bojijo,O
331-2,",",O
331-2,kaj,O
331-2,bi,O
331-2,se,O
331-2,lahko,O
331-2,po,O
331-2,20.,O
331-2,januarju,O
331-2,2017,O
331-2,zgodilo,O
331-2,s,O
331-2,podatki,O
331-2,o,O
331-2,klimatskih,O
331-2,spremembah,O
331-2,.,O
331-3,Tako,O
331-3,poskušajo,O
331-3,narediti,O
331-3,vse,O
331-3,",",O
331-3,da,O
331-3,bi,O
331-3,pred,O
331-3,omenjenim,O
331-3,datumom,O
331-3,shranili,O
331-3,in,O
331-3,tako,O
331-3,ohranili,O
331-3,čim,O
331-3,več,O
331-3,informacij,O
331-3,oziroma,O
331-3,jih,O
331-3,prenesli,O
331-3,z,O
331-3,vladnih,O
331-3,na,O
331-3,javne,O
331-3,strežnike,O
331-3,.,O
331-4,Številni,O
331-4,znanstveniki,O
331-4,združili,O
331-4,svoje,O
331-4,znanje,O
331-4,in,O
331-4,spretnosti,O
331-4,.,O
331-5,Informacije,O
331-5,o,O
331-5,klimatskih,O
331-5,spremembah,O
331-5,so,O
331-5,se,O
331-5,zbirale,O
331-5,dolga,O
331-5,leta,O
331-5,",",O
331-5,v,O
331-5,času,O
331-5,predsedovanja,O
331-5,različnih,O
331-5,ameriških,O
331-5,predsednikov,O
331-5,",",O
331-5,zdaj,B-LOC
331-5,pa,O
331-5,narašča,O
331-5,zaskrbljenost,O
331-5,",",O
331-5,da,O
331-5,bi,O
331-5,lahko,O
331-5,ti,O
331-5,podatki,O
331-5,med,O
331-5,Trumpovim,B-PER
331-5,vodenjem,O
331-5,države,O
331-5,postopoma,O
331-5,izginili,O
331-5,.,O
331-6,Da,O
331-6,bi,O
331-6,se,O
331-6,izognili,O
331-6,tveganju,O
331-6,za,O
331-6,kaj,O
331-6,takega,O
331-6,",",O
331-6,je,O
331-6,prišlo,O
331-6,do,O
331-6,akcije,O
331-6,",",O
331-6,za,O
331-6,katero,O
331-6,se,O
331-6,pogosto,O
331-6,uporablja,O
331-6,poimenovanje,O
331-6,»,O
331-6,gverilsko,O
331-6,arhiviranje,O
331-6,«,O
331-6,.,O
331-7,Pri,O
331-7,tem,O
331-7,sodelujejo,O
331-7,znanstveniki,O
331-7,iz,O
331-7,različnih,O
331-7,delov,O
331-7,ZDA,O
331-7,",",O
331-7,ki,O
331-7,so,O
331-7,združili,O
331-7,svoje,O
331-7,sposobnosti,O
331-7,in,O
331-7,izkušnje,O
331-7,",",O
331-7,da,O
331-7,bi,O
331-7,zaščitili,O
331-7,pomembne,O
331-7,podatke,O
331-7,",",O
331-7,povezane,O
331-7,z,O
331-7,naraščajočo,O
331-7,okoljsko,O
331-7,problematiko,O
331-7,.,O
331-8,Kanadska,O
331-8,univerza,O
331-8,s,O
331-8,sedežem,O
331-8,v,O
331-8,Torontu,B-LOC
331-8,je,O
331-8,celo,O
331-8,objavila,O
331-8,oglas,O
331-8,",",O
331-8,s,O
331-8,katerim,O
331-8,pozivajo,O
331-8,prostovoljce,O
331-8,",",O
331-8,da,O
331-8,se,O
331-8,pridružijo,O
331-8,omenjeni,O
331-8,akciji,O
331-8,",",O
331-8,katere,O
331-8,cilj,O
331-8,je,O
331-8,preprečiti,O
331-8,",",O
331-8,da,O
331-8,bi,O
331-8,prišlo,O
331-8,v,O
331-8,(,O
331-8,bližnji,O
331-8,),O
331-8,prihodnosti,O
331-8,do,O
331-8,uresničitve,O
331-8,najhujšega,O
331-8,možnega,O
331-8,scenarija,O
331-8,",",O
331-8,torej,O
331-8,do,O
331-8,popolnega,O
331-8,izginotja,O
331-8,pomembnih,O
331-8,podatkov,O
331-8,.,O
331-9,Zaskrbljenost,O
331-9,se,O
331-9,zdi,O
331-9,več,O
331-9,kot,O
331-9,upravičena,O
331-9,.,O
331-10,Morda,O
331-10,bi,O
331-10,lahko,O
331-10,marsikdo,O
331-10,pomislil,O
331-10,",",O
331-10,da,O
331-10,gre,O
331-10,pri,O
331-10,pospešenem,O
331-10,shranjevanju,O
331-10,podatkov,O
331-10,zgolj,O
331-10,za,O
331-10,paranojo,O
331-10,",",O
331-10,ki,O
331-10,ni,O
331-10,utemeljena,O
331-10,na,O
331-10,stvarnih,O
331-10,dejstvih,O
331-10,.,O
331-11,Vendar,O
331-11,pa,O
331-11,izhaja,O
331-11,skrb,O
331-11,glede,O
331-11,podatkov,O
331-11,o,O
331-11,klimatskih,O
331-11,spremembah,O
331-11,iz,O
331-11,povsem,O
331-11,realnih,O
331-11,dogodkov,O
331-11,.,O
331-12,Eden,O
331-12,izmed,O
331-12,njih,O
331-12,so,O
331-12,poročila,O
331-12,z,O
331-12,začetka,O
331-12,tega,O
331-12,meseca,O
331-12,o,O
331-12,tem,O
331-12,",",O
331-12,da,O
331-12,namerava,O
331-12,Trump,O
331-12,oziroma,O
331-12,njegova,O
331-12,administracija,O
331-12,povsem,O
331-12,ukiniti,O
331-12,tisto,O
331-12,raziskovalno,O
331-12,dejavnost,O
331-12,Nase,B-ORG
331-12,",",O
331-12,ki,O
331-12,pokriva,O
331-12,področje,O
331-12,okoljskih,O
331-12,sprememb,O
331-12,",",O
331-12,in,O
331-12,namesto,O
331-12,tega,O
331-12,spodbuditi,O
331-12,znanstveno,O
331-12,raziskovanje,O
331-12,vesolja,O
331-12,.,O
331-13,Pri,O
331-13,tem,O
331-13,se,O
331-13,pojavlja,O
331-13,vprašanje,O
331-13,",",O
331-13,kaj,O
331-13,se,O
331-13,bo,O
331-13,v,O
331-13,primeru,O
331-13,ukinitve,O
331-13,tovrstnih,O
331-13,raziskav,O
331-13,zgodilo,O
331-13,z,O
331-13,do,O
331-13,zdaj,O
331-13,zbranimi,O
331-13,podatki,O
331-13,.,O
331-14,Znano,O
331-14,je,O
